# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde dagreeksen <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
# Comment: These time series are inhomogeneous because of station relocations and changes in observation techniques. As a result these series are not suitable for trend analysis. For climate change studies we refer to the homogenized series of daily data <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> or the Central Netherlands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# STN         LON(east)   LAT(north)  ALT(m)      NAME
# 370         5.377       51.451      22.60       Eindhoven   
# YYYYMMDD  : datum (YYYY=jaar;MM=maand;DD=dag)
# HH        : tijd (HH=uur; UT.12 UT=13 MET; 14 MEZT. Uurvak 05 loopt van 04.00 UT tot 5.00 UT
# T         : Temperatuur (in 0.1 graden Celsius) op 1.50 m hoogte tijdens de waarneming / Temperature (in 0.1 degrees Celsius) at 1.50 m at the time of observation
# DR        : Duur van de neerslag (in 0.1 uur) per uurvak / Precipitation duration (in 0.1 hour) during the hourly division
# RH        : Uursom van de neerslag (in 0.1 mm) (-1 voor <0.05 mm) / Hourly precipitation amount (in 0.1 mm) (-1 for <0.05 mm)
# STN,YYYYMMDD,   HH,    T,   DR,   RH
  370,20240308,   17,  107,    0,    0
  370,20240308,   18,   95,    0,    0
  370,20240308,   19,   85,    0,    0
  370,20240308,   20,   82,    0,    0
  370,20240308,   21,   76,    0,    0
  370,20240308,   22,   65,    0,    0
  370,20240308,   23,   60,    0,    0
  370,20240308,   24,   53,    0,    0
  370,20240309,    1,   49,    0,    0
  370,20240309,    2,   50,    0,    0
  370,20240309,    3,   47,    0,    0
  370,20240309,    4,   51,    0,    0
  370,20240309,    5,   54,    0,    0
  370,20240309,    6,   51,    0,   -1
  370,20240309,    7,   58,    0,    0
  370,20240309,    8,   72,    0,    0
  370,20240309,    9,   90,    0,    0
  370,20240309,   10,   95,    0,    0
  370,20240309,   11,  103,    0,    0
  370,20240309,   12,  112,    0,   -1
  370,20240309,   13,  118,    0,    0
  370,20240309,   14,  138,    0,    0
  370,20240309,   15,  140,    0,    0
  370,20240309,   16,  140,    0,    0
  370,20240309,   17,  137,    0,    0
  370,20240309,   18,  132,    0,    0
  370,20240309,   19,  127,    0,    0
  370,20240309,   20,  125,    0,    0
  370,20240309,   21,  119,    0,    0
  370,20240309,   22,  116,    0,    0
  370,20240309,   23,  106,    0,    0
  370,20240309,   24,  106,    0,    0
  370,20240310,    1,   98,    0,    0
  370,20240310,    2,   92,    0,    0
  370,20240310,    3,   85,    0,    0
  370,20240310,    4,   84,    0,    0
  370,20240310,    5,   77,    0,    0
  370,20240310,    6,   72,    0,    0
  370,20240310,    7,   75,    0,    0
  370,20240310,    8,   82,    0,    0
  370,20240310,    9,   92,    0,    0
  370,20240310,   10,  104,    0,    0
  370,20240310,   11,  113,    0,    0
  370,20240310,   12,  124,    0,    0
  370,20240310,   13,  135,    0,    0
  370,20240310,   14,  139,    0,    0
  370,20240310,   15,  136,    0,    0
  370,20240310,   16,  132,    0,    0
  370,20240310,   17,  122,    0,    0
  370,20240310,   18,  117,    0,    0
  370,20240310,   19,  100,    0,    0
  370,20240310,   20,  101,    0,    0
  370,20240310,   21,   86,    0,    0
  370,20240310,   22,   78,    0,    0
  370,20240310,   23,   72,    0,    0
  370,20240310,   24,   71,    0,    0
  370,20240311,    1,   76,    0,    0
  370,20240311,    2,   79,    0,   -1
  370,20240311,    3,   75,   10,    2
  370,20240311,    4,   72,   10,    7
  370,20240311,    5,   71,   10,   14
  370,20240311,    6,   71,   10,   21
  370,20240311,    7,   72,   10,   23
  370,20240311,    8,   74,   10,   15
  370,20240311,    9,   77,   10,    8
  370,20240311,   10,   81,   10,    6
  370,20240311,   11,   81,   10,    7
  370,20240311,   12,   83,   10,    5
  370,20240311,   13,   81,   10,   33
  370,20240311,   14,   80,   10,   19
  370,20240311,   15,   80,   10,   11
  370,20240311,   16,   81,   10,    7
  370,20240311,   17,   78,   10,    9
  370,20240311,   18,   74,   10,    9
  370,20240311,   19,   73,    7,    3
  370,20240311,   20,   74,    6,    4
  370,20240311,   21,   75,    9,    6
  370,20240311,   22,   74,    6,    1
  370,20240311,   23,   73,    0,   -1
  370,20240311,   24,   72,    0,   -1
  370,20240312,    1,   72,   10,    6
  370,20240312,    2,   71,   10,    2
  370,20240312,    3,   69,    2,    1
  370,20240312,    4,   67,   10,    4
  370,20240312,    5,   67,    3,    1
  370,20240312,    6,   66,    0,    0
  370,20240312,    7,   66,    0,    0
  370,20240312,    8,   69,    0,    0
  370,20240312,    9,   76,    0,    0
  370,20240312,   10,   86,    0,    0
  370,20240312,   11,   80,    0,    0
  370,20240312,   12,   95,    0,    0
  370,20240312,   13,  103,    0,    0
  370,20240312,   14,  106,    0,    0
  370,20240312,   15,   99,    0,   -1
  370,20240312,   16,   90,   10,    3
  370,20240312,   17,   86,   10,    2
  370,20240312,   18,   84,   10,    5
  370,20240312,   19,   84,   10,    8
  370,20240312,   20,   83,    7,    3
  370,20240312,   21,   83,    4,    2
  370,20240312,   22,   84,    4,    2
  370,20240312,   23,   86,    5,    3
  370,20240312,   24,   90,    3,    3
  370,20240313,    1,  102,    0,   -1
  370,20240313,    2,  108,    2,    1
  370,20240313,    3,  109,    6,    3
  370,20240313,    4,  108,    9,    4
  370,20240313,    5,  106,   10,    3
  370,20240313,    6,  105,   10,    5
  370,20240313,    7,  105,    0,   -1
  370,20240313,    8,  110,    0,    0
  370,20240313,    9,  110,    0,    0
  370,20240313,   10,  115,    0,    0
  370,20240313,   11,  119,    0,    0
  370,20240313,   12,  127,    0,    0
  370,20240313,   13,  129,    0,    0
  370,20240313,   14,  128,    0,    0
  370,20240313,   15,  128,    0,    0
  370,20240313,   16,  125,    0,    0
  370,20240313,   17,  121,    0,    0
  370,20240313,   18,  118,    0,    0
  370,20240313,   19,  116,    0,    0
  370,20240313,   20,  114,    0,    0
  370,20240313,   21,  111,    0,    0
  370,20240313,   22,  111,    0,    0
  370,20240313,   23,  106,    0,    0
  370,20240313,   24,  103,    0,    0
  370,20240314,    1,  100,    0,    0
  370,20240314,    2,   97,    0,    0
  370,20240314,    3,   90,    0,    0
  370,20240314,    4,   85,    0,    0
  370,20240314,    5,   80,    0,    0
  370,20240314,    6,   77,    0,    0
  370,20240314,    7,   86,    0,    0
  370,20240314,    8,  105,    0,    0
  370,20240314,    9,  119,    0,    0
  370,20240314,   10,  133,    0,    0
  370,20240314,   11,  154,    0,    0
  370,20240314,   12,  162,    0,    0
  370,20240314,   13,  171,    0,    0
  370,20240314,   14,  178,    0,    0
  370,20240314,   15,  173,    0,    0
  370,20240314,   16,  176,    0,    0
  370,20240314,   17,  163,    0,    0
  370,20240314,   18,  148,    0,    0
  370,20240314,   19,  141,    0,    0
  370,20240314,   20,  140,    0,    0
  370,20240314,   21,  143,    0,    0
  370,20240314,   22,  138,    0,    0
  370,20240314,   23,  132,    0,    0
  370,20240314,   24,  124,    0,    0
  370,20240315,    1,  121,    0,    0
  370,20240315,    2,  126,    0,    0
  370,20240315,    3,  130,    0,    0
  370,20240315,    4,  130,    0,    0
  370,20240315,    5,  124,    2,    2
  370,20240315,    6,  125,    0,   -1
  370,20240315,    7,  127,    0,    0
  370,20240315,    8,  137,    0,    0
  370,20240315,    9,  130,    1,    3
  370,20240315,   10,  140,    3,    4
  370,20240315,   11,  147,    0,    0
  370,20240315,   12,  149,    2,    2
  370,20240315,   13,  134,    0,   -1
  370,20240315,   14,  140,    0,   -1
  370,20240315,   15,  133,    0,    0
  370,20240315,   16,  129,    0,   -1
  370,20240315,   17,  124,    2,    7
  370,20240315,   18,  118,    0,    0
  370,20240315,   19,  117,    0,   -1
  370,20240315,   20,  116,    0,   -1
  370,20240315,   21,  110,    0,    0
  370,20240315,   22,  101,    0,    0
  370,20240315,   23,  109,    0,    0
  370,20240315,   24,  111,    0,    0
  370,20240316,    1,  107,    1,    1
  370,20240316,    2,  104,    3,    2
  370,20240316,    3,  102,    5,    2
  370,20240316,    4,   90,    0,   -1
  370,20240316,    5,   81,    7,    4
  370,20240316,    6,   78,    0,   -1
  370,20240316,    7,   81,    0,    0
  370,20240316,    8,   81,    2,    1
  370,20240316,    9,   89,    0,    0
  370,20240316,   10,   88,    0,    0
  370,20240316,   11,   92,    0,    0
  370,20240316,   12,   96,    0,    0
  370,20240316,   13,   97,    0,    0
  370,20240316,   14,  100,    0,    0
  370,20240316,   15,  100,    0,    0
  370,20240316,   16,   93,    0,    0
  370,20240316,   17,   90,    0,    0
  370,20240316,   18,   65,    0,    0
  370,20240316,   19,   47,    0,    0
  370,20240316,   20,   41,    0,    0
  370,20240316,   21,   37,    0,    0
  370,20240316,   22,   34,    0,    0
  370,20240316,   23,   51,    0,    0
  370,20240316,   24,   52,    0,    0
  370,20240317,    1,   56,    0,    0
  370,20240317,    2,   56,    0,    0
  370,20240317,    3,   66,    0,    0
  370,20240317,    4,   65,    0,    0
  370,20240317,    5,   58,    0,    0
  370,20240317,    6,   55,    0,    0
  370,20240317,    7,   70,    0,    0
  370,20240317,    8,   82,    0,    0
  370,20240317,    9,   94,    0,    0
  370,20240317,   10,  112,    0,    0
  370,20240317,   11,  128,    0,    0
  370,20240317,   12,  130,    0,    0
  370,20240317,   13,  134,    0,    0
  370,20240317,   14,  139,    0,    0
  370,20240317,   15,  143,    0,    0
  370,20240317,   16,  144,    0,    0
  370,20240317,   17,  139,    0,   -1
  370,20240317,   18,  129,    0,   -1
  370,20240317,   19,  120,    9,    1
  370,20240317,   20,  115,    7,    3
  370,20240317,   21,  108,    6,    3
  370,20240317,   22,  107,    9,    1
  370,20240317,   23,  108,    4,    2
  370,20240317,   24,  108,    0,   -1
  370,20240318,    1,  109,    0,    0
  370,20240318,    2,  106,    0,    0
  370,20240318,    3,  107,    0,    0
  370,20240318,    4,  105,    0,    0
  370,20240318,    5,  105,    0,    0
  370,20240318,    6,  105,    0,    0
  370,20240318,    7,  107,    0,    0
  370,20240318,    8,  108,    0,    0
  370,20240318,    9,  111,    0,    0
  370,20240318,   10,  116,    0,    0
  370,20240318,   11,  130,    0,    0
  370,20240318,   12,  139,    0,    0
  370,20240318,   13,  154,    0,    0
  370,20240318,   14,  159,    0,    0
  370,20240318,   15,  158,    0,    0
  370,20240318,   16,  146,    0,    0
  370,20240318,   17,  143,    0,    0
  370,20240318,   18,  135,    0,    0
  370,20240318,   19,  122,    0,    0
  370,20240318,   20,   99,    0,    0
  370,20240318,   21,   83,    0,    0
  370,20240318,   22,   76,    0,    0
  370,20240318,   23,   65,    0,    0
  370,20240318,   24,   55,    0,    0
  370,20240319,    1,   77,    0,    0
  370,20240319,    2,   82,    0,    0
  370,20240319,    3,   90,    0,    0
  370,20240319,    4,   91,    0,    0
  370,20240319,    5,   92,    0,    0
  370,20240319,    6,   93,    0,    0
  370,20240319,    7,   99,    0,    0
  370,20240319,    8,  112,    0,    0
  370,20240319,    9,  128,    0,    0
  370,20240319,   10,  146,    0,    0
  370,20240319,   11,  159,    0,    0
  370,20240319,   12,  166,    0,    0
  370,20240319,   13,  169,    0,    0
  370,20240319,   14,  173,    0,    0
  370,20240319,   15,  176,    0,    0
  370,20240319,   16,  167,    0,    0
  370,20240319,   17,  160,    0,    0
  370,20240319,   18,  139,    0,    0
  370,20240319,   19,  119,    0,    0
  370,20240319,   20,   97,    0,    0
  370,20240319,   21,   88,    0,    0
  370,20240319,   22,   80,    0,    0
  370,20240319,   23,   69,    0,    0
  370,20240319,   24,   64,    0,    0
  370,20240320,    1,   66,    0,    0
  370,20240320,    2,   66,    0,    0
  370,20240320,    3,   63,    0,    0
  370,20240320,    4,   60,    0,    0
  370,20240320,    5,   57,    0,    0
  370,20240320,    6,   53,    0,    0
  370,20240320,    7,   66,    0,    0
  370,20240320,    8,  105,    0,    0
  370,20240320,    9,  130,    0,    0
  370,20240320,   10,  151,    0,    0
  370,20240320,   11,  161,    0,    0
  370,20240320,   12,  179,    0,    0
  370,20240320,   13,  188,    0,    0
  370,20240320,   14,  186,    0,    0
  370,20240320,   15,  186,    0,    0
  370,20240320,   16,  179,    0,    0
  370,20240320,   17,  171,    0,    0
  370,20240320,   18,  137,    0,    0
  370,20240320,   19,  136,    0,    0
  370,20240320,   20,  110,    0,    0
  370,20240320,   21,   99,    0,    0
  370,20240320,   22,   94,    0,    0
  370,20240320,   23,   91,    0,    0
  370,20240320,   24,   95,    0,    0
  370,20240321,    1,  102,    0,    0
  370,20240321,    2,  103,    0,    0
  370,20240321,    3,   95,    0,    0
  370,20240321,    4,   85,    0,    0
  370,20240321,    5,   94,    0,    0
  370,20240321,    6,   92,    0,    0
  370,20240321,    7,   89,    0,    0
  370,20240321,    8,   89,    0,    0
  370,20240321,    9,   91,    0,    0
  370,20240321,   10,   98,    0,    0
  370,20240321,   11,   99,    0,    0
  370,20240321,   12,  106,    0,    0
  370,20240321,   13,  117,    0,    0
  370,20240321,   14,  115,    0,    0
  370,20240321,   15,  114,    0,    0
  370,20240321,   16,  112,    0,    0
  370,20240321,   17,  109,    0,    0
  370,20240321,   18,   97,    0,    0
  370,20240321,   19,   99,    0,    0
  370,20240321,   20,   99,    0,    0
  370,20240321,   21,  105,    0,    0
  370,20240321,   22,  110,    0,    0
  370,20240321,   23,  111,    0,    0
  370,20240321,   24,  116,    0,    0
  370,20240322,    1,  118,    0,    0
  370,20240322,    2,  116,    0,    0
  370,20240322,    3,  114,    0,    0
  370,20240322,    4,  109,    0,    0
  370,20240322,    5,  110,    0,    0
  370,20240322,    6,  105,    0,    0
  370,20240322,    7,  107,    0,    0
  370,20240322,    8,  110,    0,    0
  370,20240322,    9,  115,    0,    0
  370,20240322,   10,  116,    0,    0
  370,20240322,   11,  116,    0,    0
  370,20240322,   12,  111,    0,    0
  370,20240322,   13,  112,    0,    0
  370,20240322,   14,  103,    5,    1
  370,20240322,   15,  101,   10,   13
  370,20240322,   16,  101,   10,    9
  370,20240322,   17,   89,   10,   19
  370,20240322,   18,   86,   10,   14
  370,20240322,   19,   83,   10,    8
  370,20240322,   20,   78,    9,    4
  370,20240322,   21,   74,   10,   10
  370,20240322,   22,   74,   10,   11
  370,20240322,   23,   71,   10,   14
  370,20240322,   24,   62,    5,    1
  370,20240323,    1,   60,    0,   -1
  370,20240323,    2,   59,    8,    2
  370,20240323,    3,   53,    3,    1
  370,20240323,    4,   42,    0,    0
  370,20240323,    5,   35,    0,    0
  370,20240323,    6,   37,    0,    0
  370,20240323,    7,   56,    2,    1
  370,20240323,    8,   71,    0,   -1
  370,20240323,    9,   86,    0,    0
  370,20240323,   10,   74,    2,    2
  370,20240323,   11,   81,    1,    2
  370,20240323,   12,   63,    0,   -1
  370,20240323,   13,   77,    3,    1
  370,20240323,   14,   77,    0,   -1
  370,20240323,   15,   87,    0,   -1
  370,20240323,   16,   49,    4,    1
  370,20240323,   17,   52,   10,   11
  370,20240323,   18,   49,    3,    2
  370,20240323,   19,   43,    1,    1
  370,20240323,   20,   34,    0,    0
  370,20240323,   21,   36,    0,    0
  370,20240323,   22,   38,    0,    0
  370,20240323,   23,   44,    0,    0
  370,20240323,   24,   46,    0,    0
  370,20240324,    1,   50,    3,    2
  370,20240324,    2,   52,    3,    1
  370,20240324,    3,   54,    4,    1
  370,20240324,    4,   54,    8,   11
  370,20240324,    5,   56,    5,    3
  370,20240324,    6,   58,    0,   -1
  370,20240324,    7,   57,    2,    8
  370,20240324,    8,   74,    0,    0
  370,20240324,    9,   87,    0,    0
  370,20240324,   10,   84,    0,    0
  370,20240324,   11,   78,    0,   -1
  370,20240324,   12,   86,    0,   -1
  370,20240324,   13,   87,    0,    0
  370,20240324,   14,   79,    0,    0
  370,20240324,   15,   80,    3,    1
  370,20240324,   16,   83,    0,   -1
  370,20240324,   17,   78,    0,   -1
  370,20240324,   18,   78,    0,   -1
  370,20240324,   19,   66,    0,    0
  370,20240324,   20,   61,    0,    0
  370,20240324,   21,   58,    3,    2
  370,20240324,   22,   39,    0,   -1
  370,20240324,   23,   31,    0,    0
  370,20240324,   24,   25,    0,    0
  370,20240325,    1,   16,    0,    0
  370,20240325,    2,   25,    0,    0
  370,20240325,    3,   15,    0,    0
  370,20240325,    4,   13,    0,    0
  370,20240325,    5,    4,    0,    0
  370,20240325,    6,   10,    0,    0
  370,20240325,    7,   32,    0,    0
  370,20240325,    8,   58,    0,    0
  370,20240325,    9,   78,    0,    0
  370,20240325,   10,   98,    0,    0
  370,20240325,   11,  111,    0,    0
  370,20240325,   12,  124,    0,    0
  370,20240325,   13,  121,    0,    0
  370,20240325,   14,  123,    0,    0
  370,20240325,   15,  114,    0,    0
  370,20240325,   16,  118,    0,    0
  370,20240325,   17,  111,    0,    0
  370,20240325,   18,  102,    0,    0
  370,20240325,   19,   96,    0,    0
  370,20240325,   20,   91,    0,    0
  370,20240325,   21,   86,    0,    0
  370,20240325,   22,   80,    0,    0
  370,20240325,   23,   76,    0,    0
  370,20240325,   24,   72,    0,    0
  370,20240326,    1,   68,    0,    0
  370,20240326,    2,   62,    0,    0
  370,20240326,    3,   58,    0,    0
  370,20240326,    4,   55,    0,    0
  370,20240326,    5,   53,    0,    0
  370,20240326,    6,   53,    0,    0
  370,20240326,    7,   60,    0,    0
  370,20240326,    8,   70,    0,    0
  370,20240326,    9,   81,    0,    0
  370,20240326,   10,   93,    0,    0
  370,20240326,   11,  104,    0,    0
  370,20240326,   12,  113,    0,    0
  370,20240326,   13,  122,    0,    0
  370,20240326,   14,  129,    0,    0
  370,20240326,   15,  136,    0,    0
  370,20240326,   16,  142,    0,    0
  370,20240326,   17,  135,    0,    0
  370,20240326,   18,  132,    0,    0
  370,20240326,   19,  127,    0,    0
  370,20240326,   20,  126,    0,    0
  370,20240326,   21,  125,    0,    0
  370,20240326,   22,  133,    0,   -1
  370,20240326,   23,  132,    0,    0
  370,20240326,   24,  127,    0,    0
  370,20240327,    1,  116,    0,    0
  370,20240327,    2,  106,    0,    0
  370,20240327,    3,  109,    0,    0
  370,20240327,    4,  102,    0,    0
  370,20240327,    5,   95,    0,    0
  370,20240327,    6,   86,    0,    0
  370,20240327,    7,   84,    0,    0
  370,20240327,    8,   90,    0,    0
  370,20240327,    9,   82,    4,    3
  370,20240327,   10,   84,    5,    3
  370,20240327,   11,   95,    0,   -1
  370,20240327,   12,  110,    0,    0
  370,20240327,   13,  116,    0,    0
  370,20240327,   14,  118,    0,    0
  370,20240327,   15,  118,    0,    0
  370,20240327,   16,  122,    0,    0
  370,20240327,   17,  114,    0,    0
  370,20240327,   18,  105,    0,    0
  370,20240327,   19,   89,    0,    0
  370,20240327,   20,   83,    0,    0
  370,20240327,   21,   79,    0,    0
  370,20240327,   22,   73,    0,    0
  370,20240327,   23,   75,    0,    0
  370,20240327,   24,   78,    0,    0
  370,20240328,    1,   75,    0,    0
  370,20240328,    2,   68,    0,    0
  370,20240328,    3,   68,    0,    0
  370,20240328,    4,   65,    0,    0
  370,20240328,    5,   62,    0,    0
  370,20240328,    6,   69,    0,    0
  370,20240328,    7,   75,    0,    0
  370,20240328,    8,   68,    9,   13
  370,20240328,    9,   72,   10,    9
  370,20240328,   10,   77,   10,    8
  370,20240328,   11,  107,    0,   -1
  370,20240328,   12,  118,    0,    0
  370,20240328,   13,  122,    0,    0
  370,20240328,   14,  114,    0,    0
  370,20240328,   15,  112,    0,    0
  370,20240328,   16,  122,    0,    0
  370,20240328,   17,  126,    0,    0
  370,20240328,   18,  115,    0,    0
  370,20240328,   19,  110,    0,    0
  370,20240328,   20,  104,    0,    0
  370,20240328,   21,  100,    0,    0
  370,20240328,   22,   99,    0,    0
  370,20240328,   23,   95,    0,    0
  370,20240328,   24,   92,    0,    0
  370,20240329,    1,   89,    0,    0
  370,20240329,    2,   87,    0,    0
  370,20240329,    3,   97,    0,    0
  370,20240329,    4,   89,    9,    1
  370,20240329,    5,   71,   10,   11
  370,20240329,    6,   69,    6,    1
  370,20240329,    7,   74,    0,   -1
  370,20240329,    8,   83,    0,    0
  370,20240329,    9,   93,    0,    0
  370,20240329,   10,  114,    0,    0
  370,20240329,   11,  125,    0,    0
  370,20240329,   12,  142,    0,    0
  370,20240329,   13,  148,    0,    0
  370,20240329,   14,  158,    0,    0
  370,20240329,   15,  151,    0,    0
  370,20240329,   16,  149,    0,    0
  370,20240329,   17,  142,    0,    0
  370,20240329,   18,  131,    0,    0
  370,20240329,   19,  121,    0,    0
  370,20240329,   20,  125,    0,   -1
  370,20240329,   21,  123,    0,    0
  370,20240329,   22,  116,    0,   -1
  370,20240329,   23,  106,    0,   -1
  370,20240329,   24,  101,    0,   -1
  370,20240330,    1,   99,    0,    0
  370,20240330,    2,   95,    4,    1
  370,20240330,    3,   87,    8,    2
  370,20240330,    4,   86,    0,   -1
  370,20240330,    5,   91,    0,    0
  370,20240330,    6,   92,    0,    0
  370,20240330,    7,   96,    0,    0
  370,20240330,    8,  102,    0,    0
  370,20240330,    9,  110,    0,    0
  370,20240330,   10,  118,    0,    0
  370,20240330,   11,  138,    0,    0
  370,20240330,   12,  138,    0,    0
  370,20240330,   13,  120,    0,    0
  370,20240330,   14,  109,    0,    0
  370,20240330,   15,  112,    0,    0
  370,20240330,   16,  108,    1,    1
  370,20240330,   17,   96,    0,    0
  370,20240330,   18,   89,    0,    0
  370,20240330,   19,   86,    0,    0
  370,20240330,   20,   88,    0,    0
  370,20240330,   21,   89,    0,    0
  370,20240330,   22,   73,    0,    0
  370,20240330,   23,   76,    0,    0
  370,20240330,   24,   74,    0,    0
  370,20240331,    1,   71,    0,    0
  370,20240331,    2,   61,    0,    0
  370,20240331,    3,   80,    0,    0
  370,20240331,    4,   82,    0,   -1
  370,20240331,    5,   82,    9,    5
  370,20240331,    6,   83,    0,   -1
  370,20240331,    7,   90,    0,    0
  370,20240331,    8,  106,    0,    0
  370,20240331,    9,  126,    0,    0
  370,20240331,   10,  148,    0,    0
  370,20240331,   11,  155,    0,    0
  370,20240331,   12,  157,    0,   -1
  370,20240331,   13,  137,    2,    8
  370,20240331,   14,  149,    5,    5
  370,20240331,   15,  131,    3,   26
  370,20240331,   16,  122,   10,   60
  370,20240331,   17,  125,    4,    2
  370,20240331,   18,  122,    0,   -1
  370,20240331,   19,  113,    0,    0
  370,20240331,   20,  117,    0,    0
  370,20240331,   21,  112,    0,    0
  370,20240331,   22,  106,    0,    0
  370,20240331,   23,  106,    0,    0
  370,20240331,   24,   90,    0,    0
  370,20240401,    1,   88,    0,    0
  370,20240401,    2,   85,    0,    0
  370,20240401,    3,   85,    0,    0
  370,20240401,    4,   78,    0,    0
  370,20240401,    5,   76,    0,    0
  370,20240401,    6,   84,    0,    0
  370,20240401,    7,   90,    0,    0
  370,20240401,    8,   94,    0,    0
  370,20240401,    9,   94,    0,    0
  370,20240401,   10,   98,    0,    0
  370,20240401,   11,  107,    0,    0
  370,20240401,   12,  121,    0,    0
  370,20240401,   13,  120,    0,    0
  370,20240401,   14,  136,    0,    0
  370,20240401,   15,  138,    0,    0
  370,20240401,   16,  141,    0,    0
  370,20240401,   17,  140,    0,    0
  370,20240401,   18,  119,    0,    0
  370,20240401,   19,  106,    0,    0
  370,20240401,   20,   97,    0,    0
  370,20240401,   21,   93,    0,    0
  370,20240401,   22,   89,    0,    0
  370,20240401,   23,   86,    0,    0
  370,20240401,   24,   85,    0,    0
  370,20240402,    1,   84,    0,    0
  370,20240402,    2,   78,    0,    0
  370,20240402,    3,   77,    0,    0
  370,20240402,    4,   74,    0,    0
  370,20240402,    5,   77,    0,    0
  370,20240402,    6,   85,    0,    0
  370,20240402,    7,   93,    0,    0
  370,20240402,    8,   99,    0,    0
  370,20240402,    9,  109,    0,    0
  370,20240402,   10,   99,    2,    1
  370,20240402,   11,   91,    9,   12
  370,20240402,   12,  101,    8,   10
  370,20240402,   13,  108,    8,    5
  370,20240402,   14,  111,    0,   -1
  370,20240402,   15,  119,    2,    2
  370,20240402,   16,  117,    0,    0
  370,20240402,   17,  112,    2,    2
  370,20240402,   18,  116,    0,    0
  370,20240402,   19,   99,    0,    0
  370,20240402,   20,   95,    0,    0
  370,20240402,   21,  105,    0,    0
  370,20240402,   22,  111,    0,    0
  370,20240402,   23,  101,    9,    2
  370,20240402,   24,  101,    9,    2
  370,20240403,    1,  102,    0,   -1
  370,20240403,    2,   99,    8,    1
  370,20240403,    3,   97,    6,    1
  370,20240403,    4,   97,    9,    2
  370,20240403,    5,   98,    5,    1
  370,20240403,    6,   97,    9,    2
  370,20240403,    7,  100,    7,    2
  370,20240403,    8,  101,    4,    1
  370,20240403,    9,  106,    0,   -1
  370,20240403,   10,  122,    0,    0
  370,20240403,   11,  118,    0,    0
  370,20240403,   12,  118,    0,    0
  370,20240403,   13,  142,    0,    0
  370,20240403,   14,  152,    0,    0
  370,20240403,   15,  140,    1,    3
  370,20240403,   16,  135,    4,   21
  370,20240403,   17,  132,    0,    0
  370,20240403,   18,  124,    0,    0
  370,20240403,   19,  119,    0,    0
  370,20240403,   20,  116,    0,    0
  370,20240403,   21,  109,    0,    0
  370,20240403,   22,   99,    0,    0
  370,20240403,   23,   91,    0,    0
  370,20240403,   24,   93,    0,    0
  370,20240404,    1,   99,    0,    0
  370,20240404,    2,   95,    0,   -1
  370,20240404,    3,   91,   10,   16
  370,20240404,    4,  104,    7,    2
  370,20240404,    5,  113,   10,    7
  370,20240404,    6,  120,    8,    3
  370,20240404,    7,  120,   10,   13
  370,20240404,    8,  120,    7,    6
  370,20240404,    9,  127,    4,    2
  370,20240404,   10,  140,    0,   -1
  370,20240404,   11,  151,    0,    0
  370,20240404,   12,  148,    0,    0
  370,20240404,   13,  110,    5,   35
  370,20240404,   14,  146,    3,   10
  370,20240404,   15,  140,    2,    2
  370,20240404,   16,  142,    1,    3
  370,20240404,   17,  143,    0,   -1
  370,20240404,   18,  139,    0,   -1
  370,20240404,   19,  129,    0,    0
  370,20240404,   20,  114,    0,    0
  370,20240404,   21,  114,    0,    0
  370,20240404,   22,  115,    0,    0
  370,20240404,   23,  121,    0,   -1
  370,20240404,   24,  119,    0,   -1
  370,20240405,    1,  115,    0,    0
  370,20240405,    2,  110,    0,    0
  370,20240405,    3,  118,    0,    0
  370,20240405,    4,  119,    3,    1
  370,20240405,    5,  123,    0,   -1
  370,20240405,    6,  128,    0,   -1
  370,20240405,    7,  136,    0,    0
  370,20240405,    8,  136,    3,    2
  370,20240405,    9,  149,    2,    2
  370,20240405,   10,  161,    5,    2
  370,20240405,   11,  171,    0,    0
  370,20240405,   12,  149,    5,    1
  370,20240405,   13,  162,    1,    1
  370,20240405,   14,  181,    0,    0
  370,20240405,   15,  184,    0,    0
  370,20240405,   16,  185,    0,    0
  370,20240405,   17,  172,    0,    0
  370,20240405,   18,  159,    0,    0
  370,20240405,   19,  155,    0,    0
  370,20240405,   20,  149,    0,    0
  370,20240405,   21,  160,    0,    0
  370,20240405,   22,  161,    0,    0
  370,20240405,   23,  158,    0,    0
  370,20240405,   24,  149,    0,    0
  370,20240406,    1,  136,    0,    0
  370,20240406,    2,  136,    0,    0
  370,20240406,    3,  134,    0,    0
  370,20240406,    4,  131,    0,    0
  370,20240406,    5,  133,    0,    0
  370,20240406,    6,  137,    0,    0
  370,20240406,    7,  156,    0,    0
  370,20240406,    8,  183,    0,    0
  370,20240406,    9,  201,    0,    0
